Annual_income,age,experience,Type_Income,Type_Occupation,Marital_status,Housing_type
180000.0,32,8,Commercial associate,Laborers,Married,House / apartment
337500.0,40,3,Working,Drivers,Married,House / apartment
315000.0,40,7,Commercial associate,Laborers,Married,House / apartment
247500.0,31,7,Working,Laborers,Married,House / apartment
180000.0,59,0,Pensioner,Laborers,Married,House / apartment
83250.0,56,17,Working,Laborers,Married,House / apartment
202500.0,41,0,Commercial associate,Security staff,Married,House / apartment
450000.0,30,2,Commercial associate,Sales staff,Single / not married,House / apartment
135000.0,27,5,Working,Laborers,Married,With parents
225000.0,48,7,Commercial associate,Managers,Single / not married,House / apartment
157500.0,34,1,Working,Sales staff,Married,House / apartment
270000.0,34,2,Commercial associate,Laborers,Married,House / apartment
216000.0,35,13,Working,Core staff,Married,House / apartment
114750.0,58,0,Pensioner,Laborers,Separated,House / apartment
99000.0,35,1,Commercial associate,Accountants,Married,House / apartment
47250.0,59,0,Pensioner,Laborers,Married,Municipal apartment
49500.0,65,0,Pensioner,Laborers,Married,House / apartment
135000.0,48,5,Working,Laborers,Single / not married,House / apartment
225000.0,47,2,Commercial associate,Managers,Married,House / apartment
450000.0,30,9,Working,Sales staff,Married,House / apartment
225000.0,59,4,Working,Laborers,Married,House / apartment
90000.0,66,0,Pensioner,Laborers,Married,House / apartment
180000.0,31,7,Commercial associate,Laborers,Single / not married,House / apartment
103500.0,66,0,Pensioner,Laborers,Widow,House / apartment
135000.0,33,4,Commercial associate,Core staff,Married,House / apartment
225000.0,63,0,Pensioner,Laborers,Married,House / apartment
112500.0,50,14,Working,Laborers,Married,House / apartment
270000.0,46,2,Working,Managers,Married,House / apartment
270000.0,39,9,Working,Laborers,Married,House / apartment
202500.0,35,14,State servant,Core staff,Married,House / apartment
180000.0,27,8,Commercial associate,Laborers,Married,Municipal apartment
180000.0,36,6,Working,Managers,Civil marriage,House / apartment
108000.0,44,1,Commercial associate,Sales staff,Married,House / apartment
225000.0,57,3,Working,Sales staff,Married,House / apartment
157500.0,27,2,Working,Drivers,Married,House / apartment
405000.0,48,13,Commercial associate,Sales staff,Married,House / apartment
225000.0,25,3,Commercial associate,Laborers,Single / not married,House / apartment
216000.0,63,0,Pensioner,Laborers,Married,House / apartment
135000.0,48,21,Working,Laborers,Civil marriage,House / apartment
112500.0,67,0,Pensioner,Laborers,Married,House / apartment
135000.0,28,7,Commercial associate,Managers,Married,House / apartment
157500.0,63,0,Pensioner,Laborers,Single / not married,House / apartment
45000.0,38,15,State servant,Medicine staff,Married,House / apartment
157500.0,43,2,Working,Laborers,Married,House / apartment
198000.0,26,0,Commercial associate,Managers,Single / not married,House / apartment
234000.0,60,14,State servant,Core staff,Civil marriage,House / apartment
157500.0,41,1,Working,Laborers,Married,House / apartment
207000.0,42,1,Commercial associate,Laborers,Widow,House / apartment
198000.0,60,0,Pensioner,Laborers,Widow,House / apartment
157500.0,56,0,Pensioner,Laborers,Widow,House / apartment
180000.0,36,5,Working,Laborers,Married,House / apartment
216000.0,56,0,Pensioner,Laborers,Single / not married,House / apartment
112500.0,28,7,Working,Laborers,Married,House / apartment
94500.0,25,3,Working,Laborers,Married,House / apartment
69750.0,60,0,Pensioner,Laborers,Widow,Municipal apartment
103500.0,32,3,Working,Sales staff,Married,House / apartment
157500.0,38,8,Working,Laborers,Married,House / apartment
112500.0,31,2,Working,Core staff,Married,House / apartment
67500.0,44,8,Working,Cooking staff,Married,With parents
112500.0,36,10,Working,Core staff,Married,House / apartment
157500.0,37,1,Working,Laborers,Married,House / apartment
270000.0,33,6,Working,Laborers,Married,House / apartment
135000.0,51,4,Working,Laborers,Married,House / apartment
112500.0,24,1,Working,Laborers,Single / not married,House / apartment
126000.0,26,0,Working,Laborers,Married,House / apartment
175500.0,60,0,Pensioner,Laborers,Married,House / apartment
148500.0,37,0,Working,Laborers,Married,House / apartment
126000.0,33,14,State servant,Core staff,Single / not married,House / apartment
180000.0,34,16,Working,Medicine staff,Married,Municipal apartment
225000.0,29,6,Commercial associate,Sales staff,Single / not married,With parents
126000.0,35,6,Commercial associate,Laborers,Civil marriage,House / apartment
157500.0,66,0,Pensioner,Laborers,Separated,House / apartment
157500.0,42,3,Commercial associate,Laborers,Married,House / apartment
270000.0,38,5,Commercial associate,Drivers,Married,House / apartment
180000.0,49,10,Commercial associate,Drivers,Married,House / apartment
144000.0,55,13,Working,Laborers,Married,House / apartment
112500.0,30,2,Commercial associate,Core staff,Married,House / apartment
225000.0,37,4,Commercial associate,Low-skill Laborers,Married,House / apartment
450000.0,54,15,Pensioner,Managers,Married,House / apartment
180000.0,61,2,Working,High skill tech staff,Married,House / apartment
144000.0,35,8,Working,Accountants,Married,House / apartment
225000.0,44,5,Working,Accountants,Married,House / apartment
360000.0,31,10,State servant,Drivers,Married,House / apartment
191399.0,33,6,Commercial associate,Managers,Married,House / apartment
225000.0,28,3,Commercial associate,Accountants,Single / not married,House / apartment
180000.0,36,7,Working,Managers,Married,House / apartment
270000.0,42,2,Working,Drivers,Civil marriage,House / apartment
225000.0,45,8,Working,Laborers,Married,House / apartment
